"","rated","turns","victory_status","winner","white_id","white_rating","black_id","black_rating","opening_name"
"1566","TRUE",74,"resign","white","thelordoftheboard",2352,"aswer",2366,"Latvian Gambit Accepted"
"1567","TRUE",161,"mate","white","aswer",2351,"thelordoftheboard",2363,"Sicilian Defense"
"1575","TRUE",111,"mate","white","a_p_t_e_m_u_u",1347,"akimbohorst",1186,"Four Knights Game"
"1576","TRUE",27,"mate","white","a_p_t_e_m_u_u",1334,"personalidad",1400,"French Defense"
"1577","TRUE",19,"resign","black","vkmansftw",1348,"a_p_t_e_m_u_u",1322,"King's Gambit Accepted"
"1578","TRUE",27,"resign","black","a_p_t_e_m_u_u",1329,"inna457",1466,"Sicilian Defense"
"1579","TRUE",25,"mate","white","a_p_t_e_m_u_u",1295,"alexanderar1977",1821,"King's Knight Opening"
"1580","TRUE",102,"resign","black","vkmansftw",1329,"a_p_t_e_m_u_u",1282,"Queen's Gambit Refused"
"1581","TRUE",60,"mate","black","a_p_t_e_m_u_u",1285,"widja",1598,"Vienna Game"
"1582","TRUE",62,"mate","black","chetelozuro",1099,"a_p_t_e_m_u_u",1279,"Queen's Pawn Game"
"1583","TRUE",130,"draw","draw","a_p_t_e_m_u_u",1275,"alex_11_0",1398,"Caro-Kann Defense"
"1584","TRUE",61,"mate","white","just_basics",1350,"a_p_t_e_m_u_u",1285,"Queen's Gambit Refused"
"1585","TRUE",63,"mate","white","daniamurashov",1383,"a_p_t_e_m_u_u",1286,"Four Knights Game"
"1586","TRUE",50,"mate","black","a_p_t_e_m_u_u",1297,"pjjjzz",1313,"Italian Game"
"1587","TRUE",26,"mate","black","martan1208",1273,"a_p_t_e_m_u_u",1286,"Italian Game"
"1588","TRUE",33,"mate","white","a_p_t_e_m_u_u",1282,"marinovanec",1018,"Russian Game"
"1589","TRUE",17,"mate","white","bulletlover",1231,"a_p_t_e_m_u_u",1295,"Italian Game"
"1590","TRUE",32,"resign","black","a_p_t_e_m_u_u",1306,"antitexnik",1298,"Four Knights Game"
"1591","TRUE",92,"outoftime","black","golho",1195,"a_p_t_e_m_u_u",1298,"Van't Kruijs Opening"
"1592","TRUE",47,"mate","white","diliprake",1383,"a_p_t_e_m_u_u",1307,"Elephant Gambit"
"1593","TRUE",25,"resign","white","a_p_t_e_m_u_u",1296,"aleffblendon",1284,"Sicilian Defense"
"1594","TRUE",71,"mate","white","ivan_franko",1600,"a_p_t_e_m_u_u",1300,"Center Game"
"1595","TRUE",57,"mate","white","a_p_t_e_m_u_u",1282,"ariankiamahdi",1492,"Philidor Defense"
"1596","TRUE",43,"draw","draw","blazingheart",1386,"a_p_t_e_m_u_u",1279,"Hungarian Opening"
"1597","TRUE",17,"mate","white","a_p_t_e_m_u_u",1264,"cserpesgabo",1367,"Giuoco Piano"
"1601","TRUE",49,"mate","white","widja",1349,"a_p_t_e_m_u_u",1276,"King's Pawn Game"
"1686","TRUE",44,"draw","draw","robertoautista",954,"joe-brown",1166,"Zukertort Opening"
"1687","TRUE",21,"draw","draw","joe-brown",1196,"robertoautista",946,"Owen Defense"
"1688","TRUE",37,"draw","draw","robertoautista",937,"joe-brown",1233,"Reti Opening"
"1694","TRUE",41,"resign","black","crax_is_bax",1666,"gdf1981",1647,"Elephant Gambit"
"1702","TRUE",140,"resign","black","crax_is_bax",1683,"niagrad",1621,"Sicilian Defense"
"1724","TRUE",57,"resign","black","anra_d",1540,"crax_is_bax",1629,"King's Gambit Accepted"
"1725","TRUE",127,"resign","white","crax_is_bax",1620,"anra_d",1549,"Four Knights Game"
"1726","TRUE",103,"mate","white","anra_d",1535,"crax_is_bax",1634,"Vienna Game"
"1780","TRUE",60,"resign","black","mikiduda",1416,"cullarvega",1699,"Sicilian Defense"
"1782","TRUE",92,"mate","black","serber",1564,"mikiduda",1389,"Bishop's Opening"
"1785","TRUE",111,"mate","white","serber",1586,"mikiduda",1383,"Vienna Game"
"1786","FALSE",68,"mate","black","szachysta",1045,"mikiduda",1383,"King's Pawn Game"
"1787","TRUE",42,"mate","black","mikiduda",1383,"szachysta",1045,"French Defense"
"1788","TRUE",26,"resign","black","mikiduda",1383,"szachysta",1045,"French Defense"
"1789","TRUE",77,"mate","white","mikiduda",1383,"szachysta",1045,"French Defense"
"1790","TRUE",45,"mate","white","mikiduda",1383,"szachysta",1045,"French Defense"
"1791","TRUE",112,"draw","draw","mikiduda",1383,"szachysta",1045,"French Defense"
"1792","TRUE",52,"mate","black","mikiduda",1383,"szachysta",1045,"French Defense"
"1795","TRUE",59,"mate","white","kachess10204542",1171,"quantummequanic",1432,"English Opening"
"1796","TRUE",113,"mate","white","quantummequanic",1403,"barrow-wight",1364,"French Defense"
"1797","TRUE",62,"resign","black","quantummequanic",1446,"mathhopper",1359,"King's Pawn Game"
"1798","TRUE",58,"mate","black","mathhopper",1369,"quantummequanic",1413,"Bishop's Opening"
"1799","TRUE",12,"mate","black","quantummequanic",1468,"mathhopper",1354,"King's Pawn Game"
"1800","TRUE",84,"mate","black","mathhopper",1331,"quantummequanic",1434,"Bishop's Opening"
"1826","TRUE",14,"draw","draw","barrow-wight",1352,"mathhopper",1364,"King's Pawn Game"
"1827","TRUE",60,"resign","white","mathhopper",1353,"barrow-wight",1364,"Philidor Defense"
"1828","TRUE",44,"mate","black","barrow-wight",1377,"mathhopper",1340,"Caro-Kann Defense"
"1829","TRUE",34,"mate","black","mathhopper",1351,"barrow-wight",1366,"King's Gambit"
"1830","TRUE",40,"mate","black","mathhopper",1363,"barrow-wight",1353,"King's Knight Opening"
"1831","TRUE",113,"mate","white","quantummequanic",1403,"barrow-wight",1364,"French Defense"
"1835","TRUE",44,"mate","black","mathhopper",1331,"barrow-wight",1341,"Scandinavian Defense"
"1836","TRUE",34,"mate","black","mathhopper",1343,"barrow-wight",1328,"Scandinavian Defense"
"1837","FALSE",34,"resign","black","mathhopper",1343,"barrow-wight",1328,"Scandinavian Defense"
"1838","TRUE",157,"mate","white","mathhopper",1293,"barrow-wight",1342,"King's Pawn Game"
"1843","TRUE",79,"mate","white","ihsan2424",1776,"killerbromean",1880,"Sicilian Defense"
"1844","TRUE",29,"resign","white","killerbromean",1840,"ihsan2424",1785,"Queen's Gambit Refused"
"1845","TRUE",75,"mate","white","killerbromean",1786,"ihsan2424",1795,"Gruenfeld Defense"
"1857","TRUE",142,"resign","black","larodash2013",1844,"sharkey101",1857,"Sicilian Defense"
"1873","TRUE",54,"resign","black","sharkey101",1895,"vladimirzozulya1500",1813,"Ruy Lopez"
"1877","TRUE",32,"resign","black","sharkey101",1916,"vaxxx84",1842,"Ruy Lopez"
"1879","TRUE",79,"resign","white","sharkey101",1839,"akmar",1819,"Ruy Lopez"
"1884","TRUE",66,"resign","black","sharkey101",1890,"akmar",1853,"Ruy Lopez"
"1904","TRUE",66,"resign","black","behrooz36tehran",1850,"boberarena",2192,"Nimzo-Indian Defense"
"1910","TRUE",170,"resign","black","mvl9000",1819,"behrooz36tehran",1889,"Queen's Gambit Accepted"
"1919","TRUE",62,"resign","black","behrooz36tehran",1889,"japcan",1907,"King's Pawn Game"
"1920","TRUE",76,"outoftime","black","rex123",1708,"behrooz36tehran",1887,"King's Gambit Accepted"
"1926","TRUE",63,"mate","white","brorael357",1309,"jermius",1336,"French Defense"
"1934","TRUE",48,"resign","black","brorael357",1322,"sorethea",1836,"Owen Defense"
"1945","TRUE",36,"resign","black","brorael357",1368,"sosnovsky",1635,"Sicilian Defense"
"1980","TRUE",26,"mate","black","tactical_bishop",1246,"sneaky_bugger",1753,"Englund Gambit"
"1981","TRUE",12,"resign","white","sneaky_bugger",1739,"tactical_bishop",1260,"Hungarian Opening"
"1982","TRUE",14,"resign","black","tactical_bishop",1279,"sneaky_bugger",1720,"Nimzo-Larsen Attack"
"1983","TRUE",73,"mate","white","sneaky_bugger",1694,"tactical_bishop",1305,"Zukertort Opening"
"1986","TRUE",26,"draw","draw","sneaky_bugger",1662,"tactical_bishop",1337,"Benoni Defense"
"1988","FALSE",52,"resign","black","shijima220",1500,"arturopalacio",1377,"Scotch Game"
"1989","FALSE",68,"resign","black","arturopalacio",1377,"shijima220",1500,"French Defense"
"1990","FALSE",61,"mate","white","shijima220",1500,"arturopalacio",1377,"Philidor Defense"
"1991","FALSE",19,"resign","white","mauornelas",2126,"shijima220",1500,"French Defense"
"1992","FALSE",36,"resign","black","shijima220",1500,"mauornelas",2126,"Indian Game"
"1993","FALSE",34,"resign","white","mauornelas",2126,"shijima220",1500,"Ruy Lopez"
"1994","FALSE",46,"resign","black","shijima220",1500,"mauornelas",2126,"Sicilian Defense"
"1995","FALSE",110,"mate","black","shijima220",1500,"mauornelas",2126,"Sicilian Defense"
"2061","TRUE",86,"mate","black","wpao",1393,"islam01",1357,"Richter-Veresov Attack"
"2062","TRUE",68,"resign","black","islam01",1368,"wpao",1381,"Center Game"
"2078","TRUE",51,"mate","white","islam01",1321,"sualan",1267,"Scandinavian Defense"
"2079","TRUE",44,"resign","black","islam01",1334,"sualan",1277,"Scandinavian Defense"
"2080","TRUE",107,"mate","white","islam01",1324,"sualan",1280,"Scandinavian Defense"
"2099","TRUE",179,"mate","white","rafpep17",1303,"islam01",1406,"Scandinavian Defense"
"2100","TRUE",27,"mate","white","islam01",1398,"rafpep17",1312,"Vienna Game"
"2101","TRUE",39,"mate","white","rafpep17",1297,"islam01",1413,"Elephant Gambit"
"2103","TRUE",127,"draw","draw","islam01",1398,"vit216",1465,"Sicilian Defense"
"2157","FALSE",63,"outoftime","white","alwayscheckmated",1581,"chessfailurenoob",1232,"Center Game"
"2158","FALSE",55,"outoftime","white","alwayscheckmated",1581,"chessfailurenoob",1232,"Center Game"
"2159","FALSE",40,"outoftime","black","chessfailurenoob",1232,"alwayscheckmated",1581,"Sicilian Defense"
"2160","FALSE",87,"mate","white","chessfailurenoob",1232,"alwayscheckmated",1581,"Queen's Pawn Game"
"2161","TRUE",71,"outoftime","white","alwayscheckmated",1500,"chessfailurenoob",1238,"Sicilian Defense"
"2173","TRUE",37,"resign","black","goldenfox99",1392,"binoxmen",1608,"English Opening"
"2174","TRUE",21,"resign","white","binoxmen",1603,"goldenfox99",1402,"Italian Game"
"2176","FALSE",94,"resign","black","gourang",1116,"goldenfox99",1402,"English Opening"
"2177","FALSE",61,"resign","white","gourang",1116,"goldenfox99",1402,"Bird Opening"
"2178","FALSE",21,"resign","white","gourang",1116,"goldenfox99",1402,"Sicilian Defense"
"2179","FALSE",50,"mate","black","gourang",1116,"goldenfox99",1402,"Sicilian Defense"
"2180","FALSE",30,"resign","black","goldenfox99",1402,"gourang",1116,"Rat Defense"
"2182","TRUE",57,"resign","white","magnata2016",1737,"goldenfox99",1408,"English Opening"
"2185","TRUE",35,"resign","white","vitaminex",1859,"goldenfox99",1460,"Sicilian Defense"
"2186","TRUE",43,"resign","white","sansebastian",1501,"goldenfox99",1484,"Indian Game"
"2192","TRUE",19,"resign","white","valeriy56",1639,"dsom1234",1807,"Italian Game"
"2196","TRUE",45,"mate","white","valeriy56",1639,"dsom1234",1807,"English Opening"
"2197","TRUE",86,"mate","black","soric",1630,"dsom1234",1723,"Sicilian Defense"
"2200","FALSE",42,"resign","black","vaxxx84",1881,"dsom1234",1555,"Slav Defense"
"2203","TRUE",89,"mate","white","dead23",1293,"dsom1234",2123,"Giuoco Piano"
"2204","TRUE",25,"resign","white","dsom1234",2118,"dead23",1294,"Queen's Pawn Game"
"2205","TRUE",28,"resign","black","dead23",1295,"dsom1234",2112,"Philidor Defense"
"2210","TRUE",140,"draw","draw","doraemon61",2264,"valeriy56",1639,"Sicilian Defense"
"2212","FALSE",19,"resign","black","cowcowcuw123",2030,"doraemon61",2264,"Scandinavian Defense"
"2213","TRUE",92,"mate","black","ericksn",1778,"doraemon61",2264,"Ruy Lopez"
"2214","FALSE",36,"resign","black","ericksn",1778,"doraemon61",2264,"Ruy Lopez"
"2215","FALSE",35,"mate","white","doraemon61",2264,"ericksn",1778,"Sicilian Defense"
"2216","FALSE",14,"mate","black","ericksn",1778,"doraemon61",2264,"Scandinavian Defense"
"2217","TRUE",41,"resign","white","doraemon61",2264,"ericksn",1778,"Sicilian Defense"
"2222","FALSE",57,"mate","white","doraemon61",2264,"campionesv",1841,"Queen's Pawn Game"
"2223","FALSE",52,"resign","black","campionesv",1841,"doraemon61",2264,"Queen's Pawn Game"
"2224","FALSE",51,"mate","white","doraemon61",2264,"campionesv",1841,"Scandinavian Defense"
"2225","TRUE",50,"resign","black","campionesv",1841,"doraemon61",2264,"Clemenz Opening"
"2226","TRUE",54,"outoftime","black","mehdi271",1855,"doraemon61",2264,"Russian Game"
"2228","FALSE",17,"mate","white","doraemon61",2264,"hisokaxhunter",1753,"Vienna Game"
"2229","FALSE",29,"resign","white","doraemon61",2264,"hisokaxhunter",1753,"Elephant Gambit"
"2230","FALSE",68,"resign","black","hisokaxhunter",1753,"doraemon61",2264,"Bishop's Opening"
"2231","FALSE",13,"mate","white","doraemon61",2264,"hisokaxhunter",1753,"Vienna Game"
"2232","FALSE",48,"resign","black","hisokaxhunter",1753,"doraemon61",2264,"French Defense"
"2233","FALSE",33,"resign","white","doraemon61",2264,"hisokaxhunter",1753,"Elephant Gambit"
"2235","FALSE",58,"resign","black","supersapien55",1455,"doraemon61",2264,"Sicilian Defense"
"2236","FALSE",97,"outoftime","white","doraemon61",2264,"supersapien55",1455,"Nimzo-Indian Defense"
"2237","FALSE",70,"resign","black","supersapien55",1455,"doraemon61",2264,"Nimzo-Indian Defense"
"2238","FALSE",59,"resign","white","doraemon61",2264,"supersapien55",1455,"Ruy Lopez"
"2239","TRUE",46,"resign","black","supersapien55",1455,"doraemon61",2264,"Caro-Kann Defense"
"2243","FALSE",57,"resign","white","doraemon61",2264,"gasdvbn",1871,"Philidor Defense"
"2244","FALSE",71,"resign","black","gasdvbn",1871,"doraemon61",2264,"Italian Game"
"2245","TRUE",55,"resign","white","doraemon61",2264,"gasdvbn",1871,"Philidor Defense"
"2246","TRUE",74,"resign","black","gasdvbn",1885,"doraemon61",2261,"Sicilian Defense"
"2259","TRUE",99,"outoftime","white","bobc",2024,"alfredo17",1933,"Reti Opening"
"2273","TRUE",148,"outoftime","black","fikr",1901,"bobc",1893,"Sicilian Defense"
"2276","TRUE",37,"mate","white","vertis9016",1954,"bobc",1912,"King's Indian Defense"
"2284","TRUE",113,"outoftime","white","nulozechecs",1989,"bobc",1980,"Sicilian Defense"
"2287","TRUE",77,"resign","white","indro4378",2069,"bobc",1969,"Sicilian Defense"
"2324","TRUE",48,"resign","black","jfroysa",1873,"sansthecomic",2105,"Queen's Pawn Game"
"2325","TRUE",53,"resign","white","sansthecomic",2065,"jfroysa",1879,"Pirc Defense"
"2326","TRUE",25,"resign","black","jfroysa",1886,"sansthecomic",2001,"Queen's Pawn Game"
"2331","TRUE",85,"resign","white","hash_13-chess",1114,"ayax5000",1189,"Hungarian Opening"
"2332","TRUE",51,"draw","draw","ayax5000",1191,"hash_13-chess",1111,"Van't Kruijs Opening"
"2334","FALSE",36,"resign","black","myklfriend",897,"hash_13-chess",1111,"Modern Defense"
"2335","FALSE",26,"resign","white","hash_13-chess",1111,"myklfriend",897,"Hungarian Opening"
"2336","TRUE",52,"resign","white","satuninja",1099,"hash_13-chess",1124,"Zukertort Opening"
"2338","FALSE",72,"mate","black","omar_naguib",1099,"hash_13-chess",1115,"Modern Defense"
"2339","FALSE",142,"mate","black","omar_naguib",1099,"hash_13-chess",1115,"Modern Defense"
"2340","TRUE",60,"mate","black","hash_13-chess",1136,"mr_zilgaze",843,"Hungarian Opening"
"2341","TRUE",23,"resign","white","mr_zilgaze",798,"hash_13-chess",1157,"Modern Defense"
"2401","TRUE",18,"resign","black","napoleon22",1585,"toni4127",1861,"French Defense"
"2402","TRUE",43,"resign","white","toni4127",1857,"napoleon22",1590,"French Defense"
"2403","TRUE",41,"resign","black","napoleon22",1594,"toni4127",1852,"Scandinavian Defense"
"2404","TRUE",16,"mate","black","toni4127",1873,"napoleon22",1574,"Budapest Defense"
"2423","TRUE",55,"resign","black","phriidbst",1730,"toni4127",1893,"French Defense"
"2424","TRUE",45,"resign","white","toni4127",1886,"phriidbst",1737,"Modern Defense"
"2425","TRUE",47,"resign","white","phriidbst",1720,"toni4127",1905,"Zukertort Opening"
"2428","TRUE",55,"mate","white","toni4127",1889,"gustavious",1641,"Queen's Gambit Declined"
"2429","TRUE",29,"resign","white","toni4127",1883,"gustavious",1646,"Queen's Gambit Declined"
"2430","TRUE",50,"mate","black","gustavious",1651,"toni4127",1878,"Scandinavian Defense"
"2500","TRUE",66,"resign","black","ethan_3f",1413,"jota2016",1271,"Queen's Pawn Game"
"2501","TRUE",42,"mate","black","jota2016",1279,"ethan_3f",1406,"Scandinavian Defense"
"2502","TRUE",135,"mate","white","ethan_3f",1398,"jota2016",1286,"Queen's Pawn Game"
"2517","TRUE",55,"resign","white","scorpion2248",1335,"ethan_3f",1444,"Scandinavian Defense"
"2518","TRUE",59,"mate","white","ethan_3f",1436,"scorpion2248",1345,"Englund Gambit"
"2519","TRUE",76,"mate","black","scorpion2248",1355,"ethan_3f",1428,"Scandinavian Defense"
"2520","TRUE",41,"resign","black","ethan_3f",1441,"scorpion2248",1338,"Bishop's Opening"
"2531","TRUE",49,"resign","white","leks86",1397,"ethan_3f",1415,"Queen's Pawn Game"
"2532","TRUE",79,"mate","white","ethan_3f",1405,"leks86",1408,"Queen's Pawn Game"
"2537","FALSE",77,"mate","white","penguin100",1393,"run5k",1527,"Queen's Pawn Game"
"2538","FALSE",51,"mate","white","frozen8413",1730,"penguin100",1393,"System"
"2539","FALSE",55,"mate","white","run5k",1527,"penguin100",1393,"Queen's Pawn Game"
"2540","FALSE",78,"mate","black","sp37578",1309,"penguin100",1393,"Scandinavian Defense"
"2541","FALSE",51,"mate","white","penguin100",1393,"sp37578",1309,"Queen's Pawn Game"
"2542","FALSE",78,"mate","black","penguin100",1393,"run5k",1527,"Queen's Pawn Game"
"2543","FALSE",56,"mate","black","penguin100",1393,"sp37578",1309,"Queen's Pawn Game"
"2544","FALSE",134,"mate","black","penguin100",1428,"sp37578",1279,"Queen's Pawn Game"
"2545","FALSE",63,"mate","white","penguin100",1428,"frozen8413",1730,"Queen's Pawn Game"
"2546","FALSE",61,"mate","white","frozen8413",1730,"penguin100",1428,"Rat Defense"
"2547","FALSE",50,"mate","black","penguin100",1428,"run5k",1527,"Queen's Pawn Game"
"2548","FALSE",87,"mate","white","sp37578",1279,"penguin100",1428,"Scandinavian Defense"
"2549","FALSE",65,"mate","white","frozen8413",1730,"penguin100",1428,"Queen's Pawn Game"
"2551","FALSE",25,"mate","white","run5k",1527,"sp37578",1309,"Saragossa Opening"
"2552","FALSE",137,"draw","draw","frozen8413",1730,"sp37578",1309,"Nimzowitsch Defense"
"2553","FALSE",56,"mate","black","sp37578",1309,"frozen8413",1730,"Vienna Game"
"2554","FALSE",107,"mate","white","run5k",1527,"sp37578",1309,"Queen's Pawn Game"
"2555","FALSE",78,"mate","black","sp37578",1309,"penguin100",1393,"Scandinavian Defense"
"2556","FALSE",169,"draw","draw","frozen8413",1730,"sp37578",1309,"Queen's Pawn Game"
"2557","FALSE",51,"mate","white","penguin100",1393,"sp37578",1309,"Queen's Pawn Game"
"2558","FALSE",108,"mate","black","sp37578",1309,"run5k",1527,"Scandinavian Defense"
"2559","FALSE",56,"mate","black","penguin100",1393,"sp37578",1309,"Queen's Pawn Game"
"2580","FALSE",50,"resign","black","makegus1",1136,"dragonstar1738",1383,"Mieses Opening"
"2581","FALSE",37,"resign","white","dragonstar1738",1383,"makegus1",1136,"Giuoco Piano"
"2615","TRUE",15,"resign","black","scorchedturf",1437,"davilaff",1458,"Queen's Gambit Declined"
"2616","TRUE",21,"mate","white","davilaff",1446,"scorchedturf",1448,"Sicilian Defense"
"2617","TRUE",46,"resign","white","scorchedturf",1441,"jermius",1331,"Nimzo-Indian Defense"
